sample_id,gene,product,drug_class,organism_group,location,isolation_source,isolation_type,bio_sample,collection_year,drug_class_group
GCA_017040455.1,aac(6')-Ib-cr_1,aac(6')-Ib-cr,Ciprofloxacin,E.coli and Shigella,France,human,clinical,SAMEA7758207,2018,Fluoroquinolones
GCA_017040455.1,aac(3)-IId_1,aac(3)-IId,Gentamicin,E.coli and Shigella,France,human,clinical,SAMEA7758207,2018,Other
GCA_017040455.1,aac(3)-IId_1,aac(3)-IId,Tobramycin,E.coli and Shigella,France,human,clinical,SAMEA7758207,2018,Other
GCA_017040655.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Unclassified
GCA_017040655.1,dfrA17_1,dfrA17,Trimethoprim,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Other
GCA_017040655.1,aadA5_1,aadA5,Streptomycin,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Other
GCA_017040655.1,sul1_5,sul1,Sulfamethoxazole,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Other
GCA_017040655.1,mph(A)_2,mph(A),Erythromycin,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Other
GCA_017040655.1,mph(A)_2,mph(A),Azithromycin,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Other
GCA_017040655.1,mph(A)_2,mph(A),Spiramycin,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Other
GCA_017040655.1,mph(A)_2,mph(A),Telithromycin,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Other
GCA_017040655.1,tet(A)_6,tet(A),Doxycycline,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Tetracyclines
GCA_017040655.1,tet(A)_6,tet(A),Tetracycline,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Tetracyclines
GCA_017040655.1,aph(6)-Id_1,aph(6)-Id,Streptomycin,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Other
GCA_017040655.1,aph(3'')-Ib_5,aph(3'')-Ib,Streptomycin,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Other
GCA_017040655.1,sul2_2,sul2,Sulfamethoxazole,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Other
GCA_017040655.1,blaCTX-M-14_1,blaCTX-M-14,Amoxicillin,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-14_1,blaCTX-M-14,Ampicillin,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-14_1,blaCTX-M-14,Aztreonam,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-14_1,blaCTX-M-14,Cefepime,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-14_1,blaCTX-M-14,Cefotaxime,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-14_1,blaCTX-M-14,Ceftazidime,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-14_1,blaCTX-M-14,Ceftriaxone,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-14_1,blaCTX-M-14,Piperacillin,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-14_1,blaCTX-M-14,Ticarcillin,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-27_1,blaCTX-M-27,Amoxicillin,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-27_1,blaCTX-M-27,Ampicillin,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-27_1,blaCTX-M-27,Aztreonam,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-27_1,blaCTX-M-27,Cefepime,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-27_1,blaCTX-M-27,Cefotaxime,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-27_1,blaCTX-M-27,Ceftazidime,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-27_1,blaCTX-M-27,Ceftriaxone,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-27_1,blaCTX-M-27,Piperacillin,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-27_1,blaCTX-M-27,Ticarcillin,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-174_1,blaCTX-M-174,Amoxicillin,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-174_1,blaCTX-M-174,Ampicillin,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-174_1,blaCTX-M-174,Aztreonam,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-174_1,blaCTX-M-174,Cefepime,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-174_1,blaCTX-M-174,Cefotaxime,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-174_1,blaCTX-M-174,Ceftazidime,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-174_1,blaCTX-M-174,Ceftriaxone,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-174_1,blaCTX-M-174,Piperacillin,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040655.1,blaCTX-M-174_1,blaCTX-M-174,Ticarcillin,E.coli and Shigella,France,human,clinical,SAMEA7758208,2018,Beta-lactams
GCA_017040665.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Unclassified
GCA_017040665.1,dfrA17_1,dfrA17,Trimethoprim,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Other
GCA_017040665.1,aadA5_1,aadA5,Streptomycin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Other
GCA_017040665.1,sul1_5,sul1,Sulfamethoxazole,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Other
GCA_017040665.1,mph(A)_2,mph(A),Erythromycin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Other
GCA_017040665.1,mph(A)_2,mph(A),Azithromycin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Other
GCA_017040665.1,mph(A)_2,mph(A),Spiramycin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Other
GCA_017040665.1,mph(A)_2,mph(A),Telithromycin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Other
GCA_017040665.1,tet(A)_6,tet(A),Doxycycline,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Tetracyclines
GCA_017040665.1,tet(A)_6,tet(A),Tetracycline,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Tetracyclines
GCA_017040665.1,aph(6)-Id_1,aph(6)-Id,Streptomycin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Other
GCA_017040665.1,aph(3'')-Ib_5,aph(3'')-Ib,Streptomycin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Other
GCA_017040665.1,sul2_2,sul2,Sulfamethoxazole,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Other
GCA_017040665.1,blaCTX-M-15_1,blaCTX-M-15,Amoxicillin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_017040665.1,blaCTX-M-15_1,blaCTX-M-15,Ampicillin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_017040665.1,blaCTX-M-15_1,blaCTX-M-15,Aztreonam,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_017040665.1,blaCTX-M-15_1,blaCTX-M-15,Cefepime,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_017040665.1,blaCTX-M-15_1,blaCTX-M-15,Cefotaxime,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_017040665.1,blaCTX-M-15_1,blaCTX-M-15,Ceftazidime,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_017040665.1,blaCTX-M-15_1,blaCTX-M-15,Ceftriaxone,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_017040665.1,blaCTX-M-15_1,blaCTX-M-15,Piperacillin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_017040665.1,blaCTX-M-15_1,blaCTX-M-15,Ticarcillin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_017040665.1,aac(3)-IIa_1,aac(3)-IIa,Gentamicin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Other
GCA_017040665.1,aac(3)-IIa_1,aac(3)-IIa,Tobramycin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Other
GCA_017040665.1,blaOXA-1_1,blaOXA-1,Amoxicillin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_017040665.1,blaOXA-1_1,blaOXA-1,Amoxicillin+Clavulanic_acid,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_017040665.1,blaOXA-1_1,blaOXA-1,Ampicillin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_017040665.1,blaOXA-1_1,blaOXA-1,Ampicillin+Clavulanic_acid,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_017040665.1,blaOXA-1_1,blaOXA-1,Cefepime,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_017040665.1,blaOXA-1_1,blaOXA-1,Piperacillin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_017040665.1,blaOXA-1_1,blaOXA-1,Piperacillin+Tazobactam,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_017040665.1,aac(6')-Ib-cr_1,aac(6')-Ib-cr,Ciprofloxacin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Fluoroquinolones
GCA_017040665.1,aac(3)-IId_1,aac(3)-IId,Gentamicin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Other
GCA_017040665.1,aac(3)-IId_1,aac(3)-IId,Tobramycin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Other
GCA_017040665.1,blaTEM-1B_1,blaTEM-1B,Amoxicillin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_017040665.1,blaTEM-1B_1,blaTEM-1B,Ampicillin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_017040665.1,blaTEM-1B_1,blaTEM-1B,Cephalothin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_017040665.1,blaTEM-1B_1,blaTEM-1B,Piperacillin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_017040665.1,blaTEM-1B_1,blaTEM-1B,Ticarcillin,E.coli and Shigella,France,human,clinical,SAMEA7758210,2018,Beta-lactams
GCA_018295705.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Unclassified
GCA_018295705.1,lnu(G)_1,lnu(G),Lincomycin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Other
GCA_018295705.1,aph(3')-Ia_3,aph(3')-Ia,Unclassified,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Unclassified
GCA_018295705.1,sul3_2,sul3,Sulfamethoxazole,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Other
GCA_018295705.1,tet(X)_1,tet(X),Doxycycline,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Tetracyclines
GCA_018295705.1,tet(X)_1,tet(X),Tetracycline,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Tetracyclines
GCA_018295705.1,tet(X)_1,tet(X),Minocycline,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Other
GCA_018295705.1,tet(X)_1,tet(X),Tigecycline,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Other
GCA_018295705.1,qnrS1_1,qnrS1,Ciprofloxacin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Fluoroquinolones
GCA_018295705.1,dfrA14_5,dfrA14,Trimethoprim,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Other
GCA_018295705.1,tet(A)_6,tet(A),Doxycycline,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Tetracyclines
GCA_018295705.1,tet(A)_6,tet(A),Tetracycline,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Tetracyclines
GCA_018295705.1,floR_2,floR,Chloramphenicol,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Phenicols
GCA_018295705.1,floR_2,floR,Florfenicol,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Phenicols
GCA_018295705.1,blaTEM-106_1,blaTEM-106,Amoxicillin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Beta-lactams
GCA_018295705.1,blaTEM-106_1,blaTEM-106,Ampicillin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Beta-lactams
GCA_018295705.1,blaTEM-106_1,blaTEM-106,Aztreonam,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Beta-lactams
GCA_018295705.1,blaTEM-106_1,blaTEM-106,Cefepime,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Beta-lactams
GCA_018295705.1,blaTEM-106_1,blaTEM-106,Cefotaxime,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Beta-lactams
GCA_018295705.1,blaTEM-106_1,blaTEM-106,Ceftazidime,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Beta-lactams
GCA_018295705.1,blaTEM-106_1,blaTEM-106,Ceftriaxone,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Beta-lactams
GCA_018295705.1,blaTEM-106_1,blaTEM-106,Piperacillin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Beta-lactams
GCA_018295705.1,blaTEM-106_1,blaTEM-106,Ticarcillin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Beta-lactams
GCA_018295705.1,blaTEM-1B_1,blaTEM-1B,Amoxicillin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Beta-lactams
GCA_018295705.1,blaTEM-1B_1,blaTEM-1B,Ampicillin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Beta-lactams
GCA_018295705.1,blaTEM-1B_1,blaTEM-1B,Cephalothin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Beta-lactams
GCA_018295705.1,blaTEM-1B_1,blaTEM-1B,Piperacillin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Beta-lactams
GCA_018295705.1,blaTEM-1B_1,blaTEM-1B,Ticarcillin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119833,2019,Beta-lactams
GCA_018295725.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,China,chicken,environmental/other,SAMN14119811,2019,Unclassified
GCA_018295725.1,sul2_2,sul2,Sulfamethoxazole,E.coli and Shigella,China,chicken,environmental/other,SAMN14119811,2019,Other
GCA_018295725.1,blaTEM-1A_1,blaTEM-1A,Amoxicillin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119811,2019,Beta-lactams
GCA_018295725.1,blaTEM-1A_1,blaTEM-1A,Ampicillin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119811,2019,Beta-lactams
GCA_018295725.1,blaTEM-1A_1,blaTEM-1A,Cephalothin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119811,2019,Beta-lactams
GCA_018295725.1,blaTEM-1A_1,blaTEM-1A,Piperacillin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119811,2019,Beta-lactams
GCA_018295725.1,blaTEM-1A_1,blaTEM-1A,Ticarcillin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119811,2019,Beta-lactams
GCA_018295725.1,tet(X)_1,tet(X),Doxycycline,E.coli and Shigella,China,chicken,environmental/other,SAMN14119811,2019,Tetracyclines
GCA_018295725.1,tet(X)_1,tet(X),Tetracycline,E.coli and Shigella,China,chicken,environmental/other,SAMN14119811,2019,Tetracyclines
GCA_018295725.1,tet(X)_1,tet(X),Minocycline,E.coli and Shigella,China,chicken,environmental/other,SAMN14119811,2019,Other
GCA_018295725.1,tet(X)_1,tet(X),Tigecycline,E.coli and Shigella,China,chicken,environmental/other,SAMN14119811,2019,Other
GCA_018295725.1,aadA2_1,aadA2,Streptomycin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119811,2019,Other
GCA_018295725.1,lnu(F)_1,lnu(F),Lincomycin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119811,2019,Other
GCA_018295725.1,aph(6)-Id_1,aph(6)-Id,Streptomycin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119811,2019,Other
GCA_018295725.1,aph(3'')-Ib_5,aph(3'')-Ib,Streptomycin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119811,2019,Other
GCA_018295725.1,qnrS1_1,qnrS1,Ciprofloxacin,E.coli and Shigella,China,chicken,environmental/other,SAMN14119811,2019,Fluoroquinolones
GCA_018295725.1,floR_2,floR,Chloramphenicol,E.coli and Shigella,China,chicken,environmental/other,SAMN14119811,2019,Phenicols
GCA_018295725.1,floR_2,floR,Florfenicol,E.coli and Shigella,China,chicken,environmental/other,SAMN14119811,2019,Phenicols
GCA_018295725.1,tet(A)_6,tet(A),Doxycycline,E.coli and Shigella,China,chicken,environmental/other,SAMN14119811,2019,Tetracyclines
GCA_018295725.1,tet(A)_6,tet(A),Tetracycline,E.coli and Shigella,China,chicken,environmental/other,SAMN14119811,2019,Tetracyclines
GCA_020095365.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,USA,chicken,environmental/other,SAMN21542135,2021,Unclassified
GCA_020209965.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873309,2021,Unclassified
GCA_020209965.1,sul1_5,sul1,Sulfamethoxazole,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873309,2021,Other
GCA_020209965.1,aac(3)-VIa_2,aac(3)-VIa,Gentamicin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873309,2021,Other
GCA_020209965.1,ant(3'')-Ia_1,ant(3'')-Ia,Streptomycin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873309,2021,Other
GCA_020209965.1,blaTEM-1B_1,blaTEM-1B,Amoxicillin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873309,2021,Beta-lactams
GCA_020209965.1,blaTEM-1B_1,blaTEM-1B,Ampicillin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873309,2021,Beta-lactams
GCA_020209965.1,blaTEM-1B_1,blaTEM-1B,Cephalothin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873309,2021,Beta-lactams
GCA_020209965.1,blaTEM-1B_1,blaTEM-1B,Piperacillin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873309,2021,Beta-lactams
GCA_020209965.1,blaTEM-1B_1,blaTEM-1B,Ticarcillin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873309,2021,Beta-lactams
GCA_020211525.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873293,2021,Unclassified
GCA_020211525.1,tet(B)_2,tet(B),Doxycycline,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873293,2021,Tetracyclines
GCA_020211525.1,tet(B)_2,tet(B),Tetracycline,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873293,2021,Tetracyclines
GCA_020211525.1,tet(B)_2,tet(B),Minocycline,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873293,2021,Other
GCA_020212515.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873288,2021,Unclassified
GCA_020212515.1,blaCTX-M-55_1,blaCTX-M-55,Amoxicillin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873288,2021,Beta-lactams
GCA_020212515.1,blaCTX-M-55_1,blaCTX-M-55,Ampicillin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873288,2021,Beta-lactams
GCA_020212515.1,blaCTX-M-55_1,blaCTX-M-55,Aztreonam,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873288,2021,Beta-lactams
GCA_020212515.1,blaCTX-M-55_1,blaCTX-M-55,Cefepime,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873288,2021,Beta-lactams
GCA_020212515.1,blaCTX-M-55_1,blaCTX-M-55,Cefotaxime,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873288,2021,Beta-lactams
GCA_020212515.1,blaCTX-M-55_1,blaCTX-M-55,Ceftazidime,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873288,2021,Beta-lactams
GCA_020212515.1,blaCTX-M-55_1,blaCTX-M-55,Ceftriaxone,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873288,2021,Beta-lactams
GCA_020212515.1,blaCTX-M-55_1,blaCTX-M-55,Piperacillin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873288,2021,Beta-lactams
GCA_020212515.1,blaCTX-M-55_1,blaCTX-M-55,Ticarcillin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873288,2021,Beta-lactams
GCA_020212515.1,tet(A)_6,tet(A),Doxycycline,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873288,2021,Tetracyclines
GCA_020212515.1,tet(A)_6,tet(A),Tetracycline,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873288,2021,Tetracyclines
GCA_020212515.1,aac(3)-IIa_1,aac(3)-IIa,Gentamicin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873288,2021,Other
GCA_020212515.1,aac(3)-IIa_1,aac(3)-IIa,Tobramycin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873288,2021,Other
GCA_020212625.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873308,2021,Unclassified
GCA_020212685.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873294,2021,Unclassified
GCA_020212685.1,tet(A)_6,tet(A),Doxycycline,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873294,2021,Tetracyclines
GCA_020212685.1,tet(A)_6,tet(A),Tetracycline,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873294,2021,Tetracyclines
GCA_020212745.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873295,2021,Unclassified
GCA_020212745.1,sul1_5,sul1,Sulfamethoxazole,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873295,2021,Other
GCA_020212745.1,aac(3)-VIa_2,aac(3)-VIa,Gentamicin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873295,2021,Other
GCA_020212745.1,ant(3'')-Ia_1,ant(3'')-Ia,Streptomycin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873295,2021,Other
GCA_020212745.1,sul2_2,sul2,Sulfamethoxazole,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873295,2021,Other
GCA_020213485.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873292,2021,Unclassified
GCA_020213485.1,blaTEM-1B_1,blaTEM-1B,Amoxicillin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873292,2021,Beta-lactams
GCA_020213485.1,blaTEM-1B_1,blaTEM-1B,Ampicillin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873292,2021,Beta-lactams
GCA_020213485.1,blaTEM-1B_1,blaTEM-1B,Cephalothin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873292,2021,Beta-lactams
GCA_020213485.1,blaTEM-1B_1,blaTEM-1B,Piperacillin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873292,2021,Beta-lactams
GCA_020213485.1,blaTEM-1B_1,blaTEM-1B,Ticarcillin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873292,2021,Beta-lactams
GCA_020213485.1,sul2_2,sul2,Sulfamethoxazole,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873292,2021,Other
GCA_020213485.1,tet(A)_6,tet(A),Doxycycline,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873292,2021,Tetracyclines
GCA_020213485.1,tet(A)_6,tet(A),Tetracycline,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873292,2021,Tetracyclines
GCA_020213485.1,tet(B)_1,tet(B),Doxycycline,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873292,2021,Tetracyclines
GCA_020213485.1,tet(B)_1,tet(B),Tetracycline,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873292,2021,Tetracyclines
GCA_020213485.1,tet(B)_1,tet(B),Minocycline,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873292,2021,Other
GCA_020213485.1,aph(6)-Id_1,aph(6)-Id,Streptomycin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873292,2021,Other
GCA_020213485.1,aph(3'')-Ib_2,aph(3'')-Ib,Streptomycin,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873292,2021,Other
GCA_020214425.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,USA,chicken,environmental/other,SAMN21873307,2021,Unclassified
GCA_021504235.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,Argentina,beef,environmental/other,SAMN21210952,2020,Unclassified
GCA_021504385.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,Argentina,beef,environmental/other,SAMN21210946,2019,Unclassified
GCA_024998045.1,mdf(A)_1,mdf(A),Unclassified,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Unclassified
GCA_024998045.1,blaCTX-M-15_1,blaCTX-M-15,Amoxicillin,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Beta-lactams
GCA_024998045.1,blaCTX-M-15_1,blaCTX-M-15,Ampicillin,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Beta-lactams
GCA_024998045.1,blaCTX-M-15_1,blaCTX-M-15,Aztreonam,E.coli and Shigella,Germany,chicken,environmental/other,SAMN18917900,2020,Beta-lactams
